codigo;oem;descripcion;modelos;precio
6141/25;_;SOPORTE DELANTERO DE ESCAPE;306;210
6141/26;1755-580;SOPORTE TRASERO DE ESCAPE;306/206;230
6141/27;1755-770;SOPORTE CAÑO ESCAPE;XSARA/XANTIA/PICASSO;680
6181/05;6432-300;TAPA BIDON LAVAPARABRISAS;206/306/307/PARTNER/BERLINGO;129
6200/05;0317-060;TAPA DISTRIBUCION CON RULEMAN;504/505 XD2/XD3 DIESEL;16016
6200/10;0320-H30;TAPA DISTRIBUCION SUPERIOR;205/306/405/PARTNER/BERLINGO XUD9;1848
6200/12;0320-F90;TAPA DISTRIBUCION INFERIOR;205/306/405/PARTNER/BERLINGO XUD9;1848
6200/14;0320-X60;TAPA DISTRIBUCION INFERIOR;306/206/PARTNER/BERLINGO DW8;1663
6200/18;_;KIT TAPAS DE DISTRIBUCION;206/307/C3/PARTNER 1.4 HDI;4771
6200/19;_;KIT TAPAS DISTRIBUCION;206/207/208/307/308/C3/C4/PARTNER/BERLINGO 1.6 HDI DV6TED4;3886
6200/31;0513-C20;ENGRANAJE DE CIGUEÑAL;206/207/307/XSARA/C4 1.6 16V. TU5JP4;2517
6200/32;0805-C80/F00;ENGRANAJE ARBOL DE LEVAS ADMISION;206/207/307/XSARA/C4 1.6 16V. TU5JP4;3823
6200/33;0805-C90;ENGRANAJE ARBOL DE LEVAS ESCAPE;206/207/307/XSARA/C4 1.6 16V. TU5JP4;3823
6200/46;0817-060;ENGRANAJE TENSOR CON RULEMAN;504/505 XD2/XD3;3684
6200/49;1930-170;ENGRANAJE BBA.INYECT.T/ROTO DIESEL SIN CUBO;504/505 XD2/XD3;1220
6200/61;_;ENGRANAJE ARBOL DE LEVAS;206/307/C3/PARTNER/BERLINGO 1.4 HDI DV4TD;6053
6203/05;0159-090;TAPON CAMARA DE AGUA HIERRO 32 MM.XD2/XD3 ;504/505 DIESEL;170
6203/09;0234-030;TAPON T/CILIN.27 MM.HIERRO;405/205/306/106/206/PARTNER/BOX;153
6203/17;0233-060;TAPON TAPA CILINDROS 38 MM.HIERRO XD2/XD3 ;504/505 DIESEL;186
6203/20;0232-240;TAPON T/CIL.Y MULTIPLE ADMIS.30 MM.(HIERRO);405/205/306/PART;178
6203/22;0232-230;TAPON T/CIL.Y MULTIPLE ADMIS.35 MM.(HIERRO);405/205/306/PART;183
6203/29;0234-070;TAPON CAMARA AGUA T/CIL.13.9 MM. HIERRO XD2 ;504/505 DIESEL;129
6204/04;1190-431;"CONEXION ""T"" TUBO LLENADO ACEITE (PLASTICO) ";504;164
6210/24;2105-380;GUIA DE DIRECTA CON RETEN ;106/205/206/307;2482
6210/26;2105-350;GUIA DIRECTA CON RETEN ;405/205/206/306/307/406/PARTNER;3117
6216/08;_;KIT BUJES PALANCA DE CAMBIOS;504/505/T6B;723
6222/03;2436-320;BUJE BARRA SELECTORA;504/505/T6B;368
6229/01;2449-730;ESCUADRA SELECTORA CAMBIOS;405;4708
6229/02;2449-730;KIT REPARACION ESCUADRA SELECTORA CAMBIOS;405;2871
6229/03;2449-910;ESCUADRA SELECTORA CAMBIOS;XSARA/BERLINGO;4835
6229/04;2450-270;BUJE PLASTICO EJE PALANCA CAMBIOS;504/505;42
6229/05;2449-860;ESCUADRA SELECTORA CAMBIOS ;306/PARTNER/BERLINGO;4030
6229/06;2449-860;ESCUADRA SELECTORA CAMBIOS ;306/PARTNER/BERLINGO;4590
6229/07;9801630380;ESCUADRA SELECTORA CAMBIOS ;206/PARTNER/BERLINGO;5758
6233/18;2452-300;BIELETA SELECTORA (285 MM);504/505 82/86 5 VEL.;515
6233/19;2452-390;BIELETA SELECTORA (295 MM);504/505/T6B 87/93 5 VEL.;515
6233/21;2452-470;BIELETA SELECTORA REGULABLE (245/250 MM);405;818
6233/23;2452-810;BIELETA SELECTORA LARGA CAJA BE 4/5 (255 MM);206/PARTNER/XSARA/BERLINGO;1207
6233/24;2452-820;BIELETA SELECTORA LARGA CAJA MA5 (320 MM);206;1207
6233/27;2454-F00;BIELETA SELECTORA CORTA CAJA BE 4/5 (100 MM);206/PARTNER/XSARA/BERLINGO;991
6233/28;2454-F20;BIELETA SELECTORA CORTA CAJA MA5 (140 MM);206;1080
6233/29;2452-910;BIELETA SELECTORA CON CONTRAPESOS CAJA MA5 (320 MM);206;1702
6233/31;2452-750;BIELETA SELECTORA REGULABLE CAJA BE (260/270 MM);306/PARTNER/XSARA/BERLINGO;1207
6233/32;2452-620;BIELETA SELECTORA CAJA BE (250 MM);405;518
6233/40;2452-750;BIELETA SELECTORA LARGA CAJA BE (260 MM);306/PARTNER/XSARA/BERLINGO;1207
6233/41;2454-E60;BIELETA SELECTORA CORTA CAJA BE (104 MM);306/PARTNER/XSARA/BERLINGO;991
6233/45;2452-930;BIELETA SELECTORA (2452-G10) CAJA BE ( 75 M);206/207/307/C3/C4;518
6233/46;2452-940;BIELETA SELECTORA ( 85 MM);307;515
6233/47;2452-790;BIELETA SELECTORA CAJA MA (230 MM);306/PARTNER/XSARA/BERLINGO;518
6233/48;2454-E90;BIELETA SELECTORA CAJA MA (104 MM);306/PARTNER/XSARA/BERLINGO;991
6233/50;2454-F50;BIELETA SELECTORA CAJA BE4 ( 95 MM);PARTNER/BERLINGO;991
6233/55;2454-G40;BIELETA SELECTORA (100 MM);206;991
6233/58;2452-A50;BIELETA SELECTORA CAJA BE ( 85 MM);307/407;515
6234/20;2454-610;BIELETA SELECTORA REGULABLE (125/145 MM);504/505 5 VEL.;760
6234/21;2454-620;BIELETA SELECTORA REGULABLE (115/135 MM);504/505 5 VEL.;708
6234/23;2454-C90;BIELETA SELECTORA CORTA CAJA MA (100 MM);405;991
6234/24;2454-C90;BIELETA SELECTORA REGULABLE CAJA MA (112/120 MM);405;1051
6234/26;2454-C80;BIELETA SELECTORA CORTA  (107 MM);306/PARTNER/XSARA/BERLINGO;991
6234/36;2454-C80;BIELETA SELECTORA REGULABLE (112/120 MM);306/PARTNER/XSARA/BERLINGO;1051
6240/00;2820-010;BOCHA DE CARDAN;404/504/505;9280
6241/00;2608-100;CAJA CUBRE BOCHA DE CARDAN;404/504/505;9280
6241/05;2609-030;JUNTA DE GOMA CAJA CUBRE BOCHA CARDAN;404/504/505;78
6241/12;2619-170;MOVIMIENTO UNIVERSAL 25/25 ESTRIAS (BA7);504/505 2000 CC.;15676
6241/16;2801-181;HEMBRA DE CARDAN DIF.TRANSAX 14 ESTRIAS (BA7) ;404/504;3348
6241/17;2801-200;MACHO  DE CARDAN DIF.HIPOIDAL   25 ESTRIAS (BA7);504/505;5261
6241/18;2801-201;HEMBRA DE CARDAN DIF.HIPOIDAL   25 ESTRIAS (BA7);504/505;4325
6241/20;_;HEMBRA DE CARDAN 25 ESTRIAS;505 INY.;5730
6241/26;2801-101;PISTA RODAMIENTO DE CARDAN 47X42X55;404/504/505 79/;3283
6243/07;2221-110;TAPON VACIADO CAJA Y DIFERENCIAL EXAGONAL 16-1,5;504/505;389
6243/11;0311-070;TAPON LLENADO CAJA Y DIFERENCIAL EXAGONAL 18-1.5;504/505;389
6259/07;5035-200;RODAMIENTO DE CAZOLETA;504/505 GAMA/405/306/307/207/PARTNER;1372
6259/10;5131-480;KIT TORRINGTONS BRAZO SUSPENSION TRASERA;405/PARTNER/BERL.;2097
6259/16;_;KIT TORRINGTONS BRAZO SUSPENSION TRASERA;206;3060
6259/20;_;REPARACION BRAZO SUSPENSION TRASERA;405/PARTNER/BERLINGO;5112
6259/22;_;REPARACION BRAZO SUSPENSION TRASERA;106/SAXO/AX;7499
6259/23;_;REPARACION BRAZO SUSPENSION TRASERA;206;5832
6259/24;_;REPARACION BRAZO SUSPENSION TRASERA;207;9253
6261/19;5087-400;BIELETA BARRA ESTABILIZADORA;406  /97/106/SAXO/XANTIA;444
6261/26;5087-400;BIELETA BARRA ESTABILIZADORA ;106/SAXO/XANTIA;444
6272/10;5405-310;TUERCA DE RUEDA;504/505 GAMA;128
6272/25;5405-350;BULON DE RUEDA ZINCADO (12-1,25x26);405/205/306/106/206/PARTNER/BERLINGO;431
6273/12;_;KIT REPARACION PUNTA EJE;504/505 82/;1046
6273/39;3724-080;RETEN RUEDA DELANTERA;404/504   /82;20
6274/00;6935-400;TUERCA PUNTA DE EJE 18-1.5 ;404/504   /82;292
6275/00;6935-500;TUERCA PUNTA DE EJE 18-1 ;504/505 82/;358
6278/08;5033-270;TOPE AMORT.DELANTERO(POLIURETANO);205/306/405/PARTNER/BER;613
6278/10;5033-700;TOPE AMORTIGUADOR DELANTERO (POLIURETANO);307;557
6278/11;5254-420;TOPE AMORT.TRASERO  (POLIURETANO);307;1029
6533/03;9810048680;BULBO DE TEMPERATURA;207/208/308/408/508/3008/C4/DS3/DS4 THP 1.6 TURBO;1071
6533/06;9633518880;BULBO DE TEMPERATURA;206/306/PARTNER/BERLINGO/JUMPER 2.0 HDI;1071
6533/07;9687722080;O' RING BULBO DE TEMPERATURA;206/306/PARTNER/BERLINGO/JUMPER 2.0 HDI;42
6534/04;1131-C50;BULBO PRESION DE ACEITE;206/207/208/308/408/C3/C4/PARTNER/BERLINGO;969
6535/03;2257-420;BULBO MARCHA ATRAS;206/306/307/407/PARTNER/BOXER/C3/BERL.;1091
6607/35;_;LIMITADOR DE PUERTA;504/505;7
6870/01;_;ALARGUE DE BUJIAS ROSCA CORTA (14-1.25) ;UNIVERSAL;544
6870/02;_;ALARGUE DE BUJIAS ROSCA LARGA (14-1.25) ;UNIVERSAL;693
6870/10;_;LLAVE DE BUJIAS EXAG.21 MM.LARGO  67 MM. ;UNIVERSAL;432
6870/11;_;LLAVE DE BUJIAS EXAG.21 MM.LARGO  95 MM. ;UNIVERSAL;481
6870/12;_;LLAVE DE BUJIAS EXAG.21 MM.LARGO 127 MM. ;UNIVERSAL;523
6870/15;6712-012;"LLAVE DE BUJIAS EXAG.5/8"" LARGO 200 MM. ";405/205;599
6870/16;6712-011;LLAVE DE BUJIAS EXAG.21 MM.LARGO 240 MM. ;404/504/505;640
6872/10;_;FLEXIBLE MANOMETRO PRESION ACEITE 200 MM.;UNIVERSAL;1246
6872/11;_;FLEXIBLE MANOMETRO PRESION ACEITE 250 MM.;UNIVERSAL;1285
7004/23;70992868;TAPA DISTRIBUCION CON RULEMAN;SPRINTER MAXION HSD;26345
7004/24;_;MAZA POLEA VISCOSA;SPRINTER MAXION HSD;2573
7004/26;        /F.110607.20;EJE POLEA VISCOSA;SPRINTER MAXION HSD;3840
7004/30;ERR-4707-A;ENGRANAJE DE CIGUEÑAL;SPRINTER MAXION HSD;6053
7004/36;70992880;TENSOR AUTOMATICO ALTERNADOR;SPRINTER MAXION HSD;15792
7004/38;70520171;POLEA TENSOR ALTERNADOR;SPRINTER MAXION HSD;4848
7005/20;_;TAPON T/CILINDROS HIERRO 25 MM.;TODOS;158
7005/26;_;TAPON T/CILINDROS HIERRO 34 MM.;OM-366;178
7005/29;_;TAPON T/CILINDROS HIERRO 35 MM.;OM-366;183
7005/32;_;TAPON T/CILINDROS HIERRO 36 MM.;TODOS;178
7005/35;_;TAPON T/CILINDROS HIERRO 38 MM.;OM-366;186
7005/38;_;TAPON T/CILINDROS HIERRO 40 MM.;OM-366;202
7007/07;ERR-4883-AK;REGISTRO DE VALVULAS;SPRINTER MAXION HSD;945
7007/20;_;JUNTA TAPA DE VALVULAS;SPRINTER MAXION HSD;588
7007/25;A6110160121;JUNTA TAPA DE VALVULAS;SPRINTER 311/313/411/413 CDI OM-611;1492
7007/26;A6110160121 K;KIT JUNTA TAPA VALVULAS;SPRINTER 311/313/411/413 CDI OM-611;2599
7007/27;_;JUNTA TAPA DE VALVULAS;SPRINTER 08/11 415/515 OM-651;1991
7007/28;_;JUNTA TAPA DE VALVULAS;SPRINTER 12/    415/515 OM-651;1991
7007/29;A6110160221;KIT JUNTAS PROTECCION BUJIAS ;SPRINTER 311/313/411/413 CDI OM-611;706
7007/30;_;KIT ARANDELAS TAPA DE VALVULAS ;SPRINTER 311/313/411/413 CDI OM-611;401
7008/12;ERR-4175;CASQUILLO EMPUJE DE VALVULAS;SPRINTER MAXION HSD;459
7014/07;_;SOPORTE MULTIPLE ESCAPE MEDIANO 133 MM.;312/911/1112/1114;14
7025/30;6111880301;RADIADOR DE ACEITE;SPRINTER 311/313/413;10711
7025/31;6511800610;RADIADOR DE ACEITE CON SOPORTE;SPRINTER 411/415/515 CDI;26520
7025/32;6511800665;RADIADOR DE ACEITE;SPRINTER 411/415/515 CDI;14587
7025/34;_;BULON ENTRADA FILTRO ACEITE 10 MM.AGUJ.GRANDE;1112/1114/1517;315
7025/35;_;JUNTA RADIADOR DE ACEITE SILICONA;SPRINTER 311/313/411/413;564
7028/01;_;TAPA ENTRADA ACEITE PLASTICA;1112/1114/1517/1518/1521/608;518
7028/02;_;TAPA ENTRADA ACEITE PLASTICA AJUSTABLE;1112/1114/1517/1518;397
7028/05;_;TAPA ENTRADA ACEITE PLASTICA;SPRINTER MAXION HSD;517
7046/22;_;KIT TAPONES BLOCK( 8 PIEZAS)HIERRO;SPRINTER 2.5 MAXION HSD;1802
7047/00;_;TAPON BLOCK HIERRO 52 MM.;SPRINTER;229
7049/00;_;TAPON BLOCK HIERRO 30 MM.;911/1112/14/1517/18/608;178
7055/00;_;TRABA CABLE PARADA MOTOR BRONCE CILINDRICA;TODOS;131
7055/02;_;TRABA CABLE PARADA MOTOR BRONCE EXAGONAL ;TODOS;166
7061/00;_;VARILLA DE ACELERADOR LARGA;911/1112/1114/1517/1521;2020
7062/00;_;VARILLA DE ACELERADOR CORTA;911/1112/1114/1517/1521;1880
7064/01;_;CABEZAL DE ACELERADOR 6 MM.LARGO 33 MM.;911/1112/1114;1103
7064/03;_;CABEZAL DE ACELERADOR 6 MM.LARGO 62 MM.;1114/1517/1518/1521;1090
7069/22;_;BULON CAÑO LUBRICACION TURBO 14 MM.;1114/1517/1518;471
7069/23;_;BULON CAÑO LUBRICACION TURBO 16 MM.;1114/1517/1518;526
7069/30;70740368;BULON CAÑO LUBRICACION TURBO (CORTO) ;SPRINTER MAXION HSD;835
7069/31;70740733;BULON CAÑO LUBRICACION TURBO (LARGO) ;SPRINTER MAXION HSD;835
7069/40;A6110980180;KIT JUNTAS MULTIPLE ADMISION ;SPRINTER 311/313/411/413 CDI OM-611;1385
7069/41;A6110980380;KIT JUNTAS ENTRE MULTIPLES ;SPRINTER 311/313/411/413 CDI OM-611;1405
7100/55;_;KIT REPAR.PREFILTRO T/BOSCH VASO VIDRIO SIN CUELLO;TODOS;1032
7100/78;_;BOMBIN CEBADOR CORTO CON RESORTE;TODOS;2021
7100/79;_;BOMBIN CEBADOR LARGO CON RESORTE;TODOS;2111
7101/09;_;RACCORD TRAMPA DE AGUA MANGUERA 6 MM. ;TODOS;393
7101/10;_;RACCORD TRAMPA DE AGUA MANGUERA 8 MM. ;TODOS;393
7101/14;_;TUBO COMODIN PREFILTRO RECTO C/VIROLA ;M.BENZ TODOS;890
7101/17;_;TUBO COMODIN PREFILTRO CURVO C/VIROLA;M.BENZ TODOS;890
7102/03;_;BULON CONECTOR SALIDA BBA.INY.10 MM.AGUJ.GRANDE;1112/14/1517;315
7102/04;_;BULON CONECTOR FILTRO Y BBA/INYECTORA 14 MM.;1112/1114/1517;471
7102/10;_;UNION ORIENTABLE  8 MM.;TODOS;473
7102/11;_;UNION ORIENTABLE 10 MM.;TODOS;681
7102/12;_;UNION ORIENTABLE 12 MM.;TODOS;801
7102/13;_;UNION ORIENTABLE 13 MM.;TODOS;633
7102/14;_;UNION ORIENTABLE 14 MM.;TODOS;800
7102/16;_;UNION ORIENTABLE 16 MM.;TODOS;986
7103/05;A6110700032;CAÑO RETORNO DE INYECTORES;SPRINTER 311/313/413 CDI OM611;3682
7103/10;A6110701932;CAÑO FLEXIBLE COMBUSTIBLE DE BOMBA BAJA A ALTA;SPRINTER 311/313/413 CDI OM611;4611
7126/00;A0028308484;GRIFO DE CALEFACCION;SPRINTER 313/413 CDI;6324
7128/01;6112000715;TERMOSTATO COMPLETO 87º;SPRINTER 313/413 CDI;5735
7128/02;6512000615;TERMOSTATO COMPLETO 95º;SPRINTER 411/415/515 CDI;13771
7128/06;A6112030380;JUNTA BASE TERMOSTATO;SPRINTER 311/313/411/413 CDI OM-611;262
7130/12;70993496;ANTECUERPO BOMBA AGUA;SPRINTER MAXION HSD;38155
7130/37;_;"POLEA VISCOSA ""TIPO ORIG."" ROSCA IZQUIERDA 24 x 1.5";SPRINTER 2.5 MAXION HSD;20400
7130/38;_;POLEA VISCOSA LIVIANA ROSCA IZQUIERDA 24 x 1.5;SPRINTER 2.5 MAXION HSD;17095
7130/40;_;POLEA VISCOSA;SPRINTER 311/313/315/413 CDI;14338
7134/10;A9012680143;PUNTERA CABLE SELECTOR CAMBIOS;SPRINTER 313/413 CDI;2193
7164/09;_;TENSOR DE ALTERNADOR C/BUJE SILENT BLOCK;1112/1114/1517/1518;5343
7164/12;_;TENSOR ALTERNADOR REFORZADO Ø 14X300 MM.;1112/1114/1517/1518;5390
7210/10;1343243/318537;TAPA DEPOSITO DIRECCION HIDRAULICA ZF;M.BENZ/SCANIA/VOLVO;148
7221/15;A0024286835;FLEXIBLE DE EMBRAGUE  340 MM.;SPRINTER 96/;4100
7224/00;_;PORTA RULEMAN EMBRAGUE;1112/1114/1517/1518/608;3360
7231/00;_;REGISTRO DE EMBRAGUE T/ORIGINAL;911/1112/1114;6480
7242/06;9012500021;HORQUILLA DE EMBRAGUE;SPRINTER;3857
7242/10;_;HORQUILLA DE EMBRAGUE REFORMA FUNDICION;1112/1114;8892
7278/04;_;KIT PERNOS CALIPER DEL./TRAS.;SPRINTER 313/413  07/;4539
7278/05;_;KIT PERNOS CALIPER T/ATE;SPRINTER 312;1549
7278/06;_;KIT PERNOS CALIPER T/ATE SUPER MEDIDA ROSCA 10-1.25;SPRINTER 312;1559
7278/07;_;KIT PERNOS CALIPER T/BENDIX BOSCH;SPRINTER 515;5263
7278/08;_;GUARDAPOLVO P/PERNO CALIPER T/VARGA;709/710/813/913/914;110
7278/09;_;KIT BUJES CALIPER T/BREMBO COMPLETO;SPRINTER 415/515;4028
7278/10;_;KIT BUJES CALIPER T/BREMBO SUPER MEDIDA (63x18,5);SPRINTER 415/515;4028
7281/19;_;BULON CONECTOR PERFORADO 16 MM. ;TODOS;526
7282/01;_;KIT REGULACION AUTOMATICA DERECHO   T/BENDIX;SPRINTER;1622
7282/02;_;KIT REGULACION AUTOMATICA IZQUIERDO T/BENDIX;SPRINTER;1622
7282/03;_;CABLE REGULACION AUTOMATICA T/BENDIX ;SPRINTER;1012
7282/05;_;REGISTRO DE PATIN DERECHO;SPRINTER;1598
7282/06;_;REGISTRO DE PATIN IZQUIERDO;SPRINTER;1598
7283/08;_;ARANDELA DE FIBRA CONO F/AIRE13X24;1112/1114/1517/1518/1521;5
7333/01;A6904287135;FLEXIBLE FRENO DELANTERO 430 MM.   5030;SPRINTER  96/;1903
7333/02;_;FLEXIBLE FRENO DELANTERO 440 MM. MACHO LARGO    5041;SPRINTER 96/;1741
7333/03;A6904287235;FLEXIBLE FRENO TRASERO    485 MM.   5031;SPRINTER 96/;1551
7382/00;_;SOPORTE DE CARDAN FLOTANTE CON RUL.40 MM.;1114/1517/1518;10584
7382/01;_;SOPORTE DE CARDAN FLOTANTE CON RUL.55 MM.;1521/1620;11574
7382/03;_;SOPORTE DE CARDAN CON RULEMAN 45 MM.;SPRINTER 311/312/413;5003
7382/04;_;SOPORTE DE CARDAN CON RULEMAN 88508 40 MM.;709/710/813/913;5806
7382/05;_;SOPORTE DE CARDAN CON RULEMAN 45 MM.;SPRINTER 515  13/;8962
7382/06;_;SOPORTE DE CARDAN FLOTANTE CON RUL. 40 MM.;709/710/813/913;8113
7382/17;_;SOPORTE DE CARDAN CON RULEMAN 88509 45 MM.;1418/19/1615/18/1625;6447
7385/10;_;SEGURO COJINETE DE PALIER DANA 46 (60x44,8x12,6);SPRINTER 312;1505
7390/00;_;ESPARRAGO DE PALIER 12 X 53 MM.;1112/1114/1517/1518/1521;313
7390/10;_;ESPARRAGO DE PALIER CON TUERCA;1112/1114/1517/1518/1521;615
7392/00;_;TUERCA ESPARRAGO DE PALIER T/ALLEN;1112/1114/1517/1518/1521;289
8003/00;13470-22021;POLEA DE CIGUEÑAL;COROLLA 02/11 1.6/1.8 NAFTA;15067
8003/01;13470-14409;POLEA DE CIGUEÑAL 2 POLI V 4/5 CANALES;COROLLA 02/08  T.DIESEL;33247
8004/00;13408-54090;"POLEA DE CIGUEÑAL ""CAL.ORIG.""";HILUX;18191
8004/01;13408-54090;POLEA DE CIGUEÑAL;HILUX;18142
8004/03;13408-0L020;POLEA DE CIGUEÑAL;HILUX 05/   2.5/3.0 1KD/2KD;23473
8012/01;_;JUNTA BASE BOMBA ACEITE;HILUX/SW4 05/   2.5/3.0  D4D 1KD/2KD;392
8012/03;11213-30040;JUNTA TAPA DE VALVULAS;HILUX/SW4 05/   2.5/3.0  D4D 1KD/2KD;1445
8012/05;11213-47030;JUNTA TAPA DE VALVULAS;ETIOS 1,5 16 V.;3163
8018/10;13751-54010;BOTADOR DE VALVULAS (2L/3L/5L);HILUX 92/04 2.4/2.8/3.0;825
8020/00;11321-54021;TAPA DE DISTRIBUCION CON JUNTAS;HILUX 96/04 2.8/3.0 3L/5L;6120
8020/01;13521-54030;ENGRANAJE DE CIGUEÑAL 21 DTES.;HILUX 94/04 2.8/3.0 2L/3L/5L 8 V.;4798
8020/02;13523-17010;ENGRANAJE ARBOL DE LEVAS 42 DTES.;HILUX 94/04 2.8/3.0 2L/3L/5L 8 V.;5872
8020/05;13521-67020;ENGRANAJE DE CIGUEÑAL;HILUX/SW4 05/   2.5/3.0 1KD/2KD/1KZ;5766
8021/10;88440-35030;POLEA TENSORA ALTERNADOR ;HILUX 92/04 2.4/2.8/3.0 3L/5L;5030
8021/11;88440-26071;POLEA TENSOR AIRE ACONDICINADO ;HILUX 92/04 2.4/2.8/3.0 3L/5L;3067
8021/13;16620-0L020;POLEA TENSOR ALTERNADOR 2 RUL.SKF ;HILUX 05/  2.5/3.0 1KD/2KD;8488
8021/14;88840-0K171;TENSOR GUIA CORREA POLI V ;HILUX 3.0 T.D. SRV;6618
8021/15;88840-0K041;TENSOR GUIA CORREA POLI V ;HILUX 3.0 T.D. SRV;5759
8023/05;11210-30110;TAPA DE VALVULAS CON JUNTA;HILUX/SW4 05/15  2.5/3.0  D4D 1KD/2KD;20400
8023/06;11201-0E010;TAPA DE VALVULAS;HILUX  16/20 2.4/2.8 1GD/2GD;17850
8037/01;90910-12184;ELECTROVALVULA CANISTER ;HILUX/SW4;4590
8037/02;90910-12093;ELECTROVALVULA CANISTER ;HILUX/SW4;4590
8038/03;16304-47020;CONEXION SALIDA AGUA TAPA CILINDROS;ETIOS 1.3/1.5 16 V.;1632
8041/02;15620-37010;TAPA FILTRO ACEITE;COROLLA 12/19;5214
8042/11;_;CAÑO LUBRICACION DEPRESOR (280 MM.);HILUX 90/99;2472
8042/12;90923-02077;CAÑO LUBRICACION DEPRESOR (240 MM.);HILUX;2307
8042/14;90923-02077;CAÑO LUBRICACION DEPRESOR (250 MM.);HILUX 2.4/2.8;2472
8042/16;_;CAÑO LUBRICACION DEPRESOR;HILUX 05/;3955
8044/03;12180-55010;TAPA ENTRADA ACEITE;COROLLA 92/02/SW4 97/03/HILUX 02/04 1KZ/1KZT;816
8044/04;12180-21010;TAPA ENTRADA ACEITE;COROLLA 02/   /ETIOS/HILUX 05/;793
8044/06;_;ARANDELA GOMA TAPA ENTRADA ACEITE;COROLLA 02/    /ETIOS/HILUX 05/;158
8044/10;90480-18006;SELLO GOMA VALVULA VENTEO GASES;COROLLA/ETIOS 1.3/1.5 16 V.;190
8046/05;17177-47030;JUNTA MULTIPLE ADMISION;ETIOS 1.3/1.5 16 V.;633
8046/06;22271-47030;JUNTA CAJA MARIPOSA;ETIOS 1.3/1.516 V.;193
8048/05;16271-47050;JUNTA BOMBA DE AGUA;ETIOS 1.3/1.5 16 V.;364
8052/05;17562-16240;SOPORTE CAÑO ESCAPE TRASERO;COROLLA   /02;261
8052/06;_;SOPORTE CAÑO ESCAPE ALTO;COROLLA 02/;451
8052/07;_;SOPORTE CAÑO ESCAPE BAJO;COROLLA 02/;434
8052/08;17565-0Y020;SOPORTE CAÑO ESCAPE;ETIOS;264
8052/09;17566-67030;SOPORTE CAÑO ESCAPE (3 AGUJEROS);HILUX/SW4 95/;819
8052/10;17565-46010;SOPORTE CAÑO ESCAPE (ALTO);HILUX/SW4 95/;890
8052/11;17565-46010;SOPORTE CAÑO ESCAPE (BAJO);HILUX/SW4 95/;1360
8078/01;_;SOPORTE DE CABINA C/BUJE METALICO;HILUX    /04;1783
8078/02;_;AISLADOR DE CABINA;HILUX    /04;850
8078/05;52201/02-0K020;SOPORTE DE CABINA DELANTERO;HILUX 05/;2582
8078/06;52205-0K050;SOPORTE DE CABINA INTERMEDIO;HILUX 05/;5625
8078/07;52203/04-0K020;SOPORTE DE CABINA TRASERO;HILUX 05/;2951
8078/21;_;SOPORTE DE CABINA CON BUJE METALICO Y BULON;HILUX    /04;2217
8078/22;_;AISLADOR DE CABINA CON BULON;HILUX    /04;1232
8078/25;52201/02-0K020;SOPORTE DE CABINA DELANTERO CON BULON;HILUX 05/;2943
8078/26;52205-0K050;SOPORTE DE CABINA INTERMEDIO CON BULON;HILUX 05/;5687
8078/27;52203/04-0K020;SOPORTE DE CABINA TRASERO CON BULON;HILUX 05/;3592
8078/48;_;KIT 12 SOPORTES DE CABINA (CABINA SIMPLE) CON BULONES;HILUX    /04;20694
8078/49;_;KIT 16 SOPORTES DE CABINA (CABINA DOBLE) CON BULONES;HILUX    /04;27592
8078/50;_;KIT 12 SOPORTES DE CABINA ;HILUX    /04;15798
8078/51;_;KIT 16 SOPORTES DE CABINA;HILUX    /04;21064
8078/52;_;KIT  8 SOPORTES DE CABINA ;HILUX 05/;28218
8078/53;_;KIT 10 SOPORTES DE CABINA;HILUX 05/;39468
8117/02;16210-54130;POLEA VISCOSA;HILUX SR5 2.4/2.8 95/;20138
8117/04;16210-67030;POLEA VISCOSA;HILUX SW4 05/15 2.5/3.0 T.D. 1KD/2KD;26421
8117/05;16210-0E020;POLEA VISCOSA;HILUX/SW4 16/   2.4/2.8 1GD/2GD/1KZT;22797
8124/00;33506-35060;BASE PALANCA DE CAMBIOS;HILUX 92/04  4x2;2856
8124/01;33548-31010;BUJE PUNTA PALANCA CAMBIOS;HILUX  2.5/3.0;500
8127/10;89422-20010;BULBO TEMPERATURA 2 PINS;COROLLA/HILUX/SW4 92/04 2.8/3.0  3L/5L;1071
8127/11;83420-20020;BULBO TEMPERATURA;HILUX/SW4 92/04 1KZ;1071
8127/12;89422-33030;BULBO TEMPERATURA;COROLLA 1.6/ETIOS 13/15/HILUX/SW4 05/15 D4D;1071
8128/01;_;PORTA TERMOSTATO CON TETON ;HILUX   /04 2.8/3.0 2L/3L/5L;6592
8128/02;_;PORTA TERMOSTATO SIN TETON ;HILUX   /04 2.8/3.0 2L/3L/5L;6176
8129/00;16331-54090;TAPA TERMOSTATO SIN TETON ;HILUX   /04 2.8/3.0 2L/3L/5L;1530
8129/01;16331-54210;TAPA TERMOSTATO CON TETON ;HILUX   /04  2.8/3.0   2L/3L/5L;1938
8129/03;16333-54122;BASE PORTA TERMOSTATO ;HILUX   /04  2.8/3.0 2L/3L/5L;4335
8129/05;16331-0L050;GARGANTA SALIDA DE AGUA;HILUX/SW4 05/11 3.0 1KD/2KD;2958
8129/10;16401-63010;"TAPA RADIADOR BOCA CHICA ""CJ10"" 0,9 BAR";HILUX/COROLLA/ETIOS;634
