codigo;oem;descripcion;modelos;precio
3047/65;90510183;BULBO DE TEMPERATURA;CORSA/VECTRA/ASTRA;1114
3047/70;55591401;BULBO DE TEMPERATURA;CRUZE/TRACKER 1.8/SONIC 1.6;918
3047/75;9152245;SENSOR TEMPERATURA EXTERIOR;CORSAII/FUN/ASTRA/MERIVA/AGILE;1479
3048/00;3788472;POLEA BOMBA AGUA ESTAMPADA;COCHES/PICK UP   /78;5411
3048/01;_;ESPACIADOR DE VENTILADOR (ALT.22 MM.);COCHES/PICK UP 63/78;828
3048/02;_;ESPACIADOR DE VENTILADOR (ALT.33 MM.);COCHES/PICK UP 63/78;828
3048/24;_;REFORMA POLEA VISCOSA ALUMINIO ;S-10/BLAZER MAXION HSD;1895
3048/25;_;REFORMA POLEA VISCOSA FUNDICION ;S-10/BLAZER MAXION HSD;2370
3048/29;93354743;"POLEA VISCOSA PALA NEGRA""TIPO ORIG"" ROSCA IZQUIERDA 24 x 1.5";S-10/BLAZER MWM 2.8 TD.;20400
3048/30;70993174;"POLEA VISCOSA ""TIPO ORIG."" ROSCA IZQUIERDA 24 x 1.5";S-10/BLAZER 2.5 MAXION HSD;20400
3048/31;70993174;POLEA VISCOSA LIVIANA ROSCA IZQUIERDA 24 x 1.5;S-10/BLAZER 2.5 MAXION HSD;17095
3048/34;93380150;POLEA VISCOSA PALA BLANCA/AMARILLA;S-10/SILVERADO MWM 4/6C;14338
3048/35;93354743;POLEA VISCOSA PALA NEGRA LIVIANA ROSCA IZQUIERDA 24 x 1.5;S-10/BLAZER MWM 2.8 T.D.;17095
3048/36;94716850;POLEA VISCOSA ROSCA DERECHA 30 x 1.5;S-10/TRAILBLAZER 12/17  2.8 CDI DURAMAX;35752
3048/37;52123271;POLEA VISCOSA ROSCA DERECHA 30 x 1.5;S-10/TRAILBLAZER 17/     2.8 CDI DURAMAX;31797
3048/47;93342271;BULON AJUSTE POLEA VISCOSA;S-10/BLAZER MWM 2.8 T.D.;139
3048/48;93342307;SOPORTE VENTILADOR PALA BLANCA/AMAR.;S-10/BLAZER MWM 2.8 T.D;19152
3048/49;93354759;SOPORTE VENTILADOR PALA NEGRA;S-10/BLAZER MWM 2.8 T.D;19152
3048/50;93354760;MAZA POLEA VISCOSA PALA BLANCA/AMAR.;S-10/BLAZER MWM 2.8 T.D;3126
3048/53;93342313;MAZA POLEA VISCOSA PALA NEGRA;S-10/BLAZER MWM 2.8 T.D;3126
3048/55;24587106;SOPORTE VENTILADOR;S-10/TRAILBLAZER 12/    2.8 CDI DURAMAX;41028
3048/56;24567106;EJE POLEA VISCOSA;S-10/TRAILBLAZER 12/    2.8 CDI DURAMAX;4520
3050/05;90091526;CAÑO ENTRADA BOMBA AGUA Ø 30 MM.;CORSA/CLASSIC/MERIVA/FUN;288
3050/07;24580655;ANILLO GOMA BOMBA DE AGUA;CORSA/CELTA/AGILE/ONIX/PRISMA/SPIN/COBALT;180
3050/09;_;JUNTA BOMBA DE AGUA;CRUZE 1.8 16 V.;324
3050/12;70993496;ANTECUERPO BOMBA AGUA;S-10/BLAZER MAXION HSD;38155
3050/13;9,40707E+11;ANTECUERPO BOMBA AGUA;S-10/BLAZER/SILVERADO MWM SPRINT 4/6  CIL.;20565
3050/15;9,33E+07;BRIDA ANTECUERPO B/AGUA;S-10/BLAZER/SILVERADO MWM SPRINT 4/6  CIL.;1468
3050/16;12648132;JUNTA BOMBA DE AGUA;S-10 12/   /TRAILBLAZER;521
3050/17;12650511;CAÑO ENTRADA BOMBA DE AGUA ;S-10 12/   /TRAILBLAZER;5722
3050/18;12650512;O' RING CAÑO ENTRADA BOMBA DE AGUA;S-10 12/   /TRAILBLAZER;90
3050/20;9,40709E+11;CAÑO DOBLE ENTRADA Y SALIDA BOMBA AGUA;S-10/BLAZER 01/11 MWM 2.8 4.07 TC MECANICA;6180
3050/21;9,41E+11;CAÑO DOBLE ENTRADA Y SALIDA BOMBA AGUA;S-10/BLAZER 01/11 MWM 2.8 4.07 TCE ELECTRONICA;6180
3050/22;9,61E+11;CANO DOBLE ENTRADA Y SALIDA BOMBA AGUA;SILVERADO MWM 6.07 TCA;6180
3054/00;_;TAPON PURGADOR DE RADIADOR;CORSA/ASTRA/MERIVA;216
3054/04;5746193;"TAPA DE RADIADOR ""D"" 13 LBS.";COCHES 62/72/PICK UP 68/78/CHEV.350;601
3054/05;2639832;"TAPA DE RADIADOR ""Y"" 16 LBS.";COCHES 73/78/OPEL/CHEVETTE/C-10 85/93;601
3054/06;_;"TAPA DE RADIADOR BOCA CHICA ""CJ10"" 0,9 BAR";LUV/ISUZU/TOYOTA/SUZUKI;634
3054/07;_;"TAPA DE RADIADOR BOCA GRANDE ""CJ9""  9 LBS.";LUV/ISUZU;983
3055/00;90457649;GRIFO DE CALEFACCION 3 VIAS;CORSA/VECTRA;2040
3055/07;93275386;GRIFO DE CALEFACCION 2 VIAS;CORSA/VECTRA 99/;2550
3055/08;12380318;GRIFO DE CALEFACCION 4 VIAS;CORSA CLASSIC/S-10;2845
3055/09;93369686;GRIFO DE CALEFACCION;CORSA II 02/;3967
3055/10;93306264;GRIFO DE CALEFACCION;MERIVA 02/;4283
3055/11;52484327;GRIFO DE CALEFACCION;ASTRA;11118
3055/15;94704690 R;CODO REFORMA MANGUERA CALEFACCION DE 19 MM.;CORSA 1.4 09/;927
3055/16;95089364;ACOPLE RAPIDO ENTRADA CALEFACTOR;SPIN/ONIX/COBALT;969
3055/17;95089363;ACOPLE RAPIDO SALIDA  CALEFACTOR;SPIN/ONIX/COBALT;969
3055/35;90448177;SOPORTE COMPRESOR AIRE ACONDICIONADO.;CORSA 94/  /FUN;16684
3056/00;90091989;AISLADOR INFERIOR DE RADIADOR;CORSA/VECTRA/ASTRA/MERIVA;109
3056/01;3889073;ALMOHADILLA DE RADIADOR ;PICK UP   /78/CHEV.350;212
3056/08;93307217;AISLADOR INFERIOR DE RADIADOR;S-10 95/;1045
3056/10;90183072;AISLADOR SUPERIOR DE RADIADOR;CORSA/MONZA;109
3056/11;_;KIT AISLADORES DE RADIADOR ;CORSA;436
3056/12;24400621;AISLADOR SUPERIOR DE RADIADOR;CORSA II/MERIVA;326
3056/15;90448946;KIT SOPORTES RADIADOR IZQ/DER ALUMINIO;CORSA;2566
3056/16;_;KIT SOPORTES Y AISLADORES DE RADIADOR ;CORSA;3063
3056/18;90501020;SOPORTE DE RADIADOR SUPERIOR DERECHO;VECTRA 97/04;983
3056/19;90501021;SOPORTE DE RADIADOR SUPERIOR IZQUIERDO;VECTRA 97/04;983
3056/20;93337572-R;"CONECTOR ""T"" REFORMA MANGUERA INFERIOR RADIADOR";FUN/CELTA;559
3060/05;93326521;TAPA BIDON RADIADOR ;CORSA/CELTA/ASTRA/VECTRA/MERIVA/ZAFIRA/AGILE/PRISMA/S-10;561
3061/01;96420303;TAPA BIDON RADIADOR ;AVEO/SPARK/DAEWOO MATIZ;676
3061/02;13502353;TAPA BIDON RADIADOR;CRUZE/SONIC/SPIN/ONIX/PRISMA/COBALT/TRACKER/S-10;710
3061/03;96629108;TAPA BIDON RADIADOR;CAPTIVA;676
3061/04;90467472;TAPA BIDON RADIADOR BAJA;CORSA/ASTRA/COMBO;554
3061/05;93326521;TAPA BIDON;CORSA/CELTA/ASTRA/VECTRA/MERIVA/ZAFIRA/AGILE/PRISMA/S-10;704
3061/06;93217461;BIDON RADIADOR 1 PICO ;CORSA 8 V.;3074
3061/07;93246007;BIDON RADIADOR 2 PICOS ;CORSA 16V./DIESEL 99/;2682
3061/08;93217461;BIDON RADIADOR 1 PICO;CORSA 8 V.;1202
3061/09;93246007;BIDON RADIADOR 2 PICOS;CORSA 16 V./DIESEL 99/;1202
3061/15;96930818;BIDON RADIADOR;AVEO   /11;4606
3061/20;90530689;BIDON RADIADOR SIN SENSOR ;ASTRA 16V./ZAFIRA 8/16 V.;3428
3061/23;90530689;BIDON RADIADOR SIN SENSOR;ASTRA 16V./ZAFIRA 8/16 V.;1683
3061/25;93337579;BIDON RADIADOR 1 PICO;FUN/CELTA;1561
3061/26;94736156;BIDON RADIADOR 2 PICOS;FUN/CELTA/AGILE/PRISMA;1561
3061/27;93354949;BIDON RADIADOR 1 PICO;CORSA CLASSIC 1.4 09/;1445
3061/28;93354951;BIDON RADIADOR 2 PICOS;CORSA CLASSIC 1.4 09/;1445
3061/29;95216944;BIDON RADIADOR;AVEO G3 12/;2164
3061/30;93354951;BIDON RADIADOR 2 PICOS ;CORSA/CLASSIC 1.4 09/;2558
3061/31;93250218;BIDON RADIADOR 1 PICO;S-10/BLAZER MAXION/MWM 2.5/2.8;3126
3061/35;13465094;BIDON RADIADOR ;CRUZE   /16;5474
3061/36;95216944;BIDON RADIADOR;AVEO G3 12/;4606
3061/37;93354949;BIDON RADIADOR 1 PICO  ;CORSA CLASSIC 1.4 09/;3258
3061/39;95269001;BIDON RADIADOR CON TAPA ;TRACKER 1.8;7752
3061/43;93337579;"BIDON RADIADOR 1 PICO ""FLORIO""";FUN/CELTA;1920
3061/44;94736156;BIDON RADIADOR 2 PICOS ;FUN/CELTA/AGILE/PRISMA;2663
3061/48;95048411;BIDON RADIADOR;SONIC/SPIN/ONIX/PRISMA/COBALT;1752
3061/49;90530690;BIDON RADIADOR SIN SENSOR;ASTRA 99/   /VECTRA 06/    8 V.;2832
3061/50;93367723;BIDON RADIADOR 1 PICO;CORSA II 02/06;2865
3061/51;93367722;BIDON RADIADOR 2 PICOS;CORSA II 06/;2540
3061/53;13465094;BIDON RADIADOR ;CRUZE   /16;2995
3061/54;13465094;BIDON RADIADOR;CRUZE   /16;4606
3061/55;13459964;BIDON RADIADOR ;CRUZE 17/   1.4 TURBO;6324
3061/56;95048411;BIDON RADIADOR (CON PICOS DE BRONCE);SONIC/SPIN/ONIX/PRISMA/COBALT;3370
3061/58;90530690;BIDON RADIADOR SIN SENSOR (CON PICOS DE BRONCE);ASTRA 99/   /VECTRA 06/    8 V.;3172
3061/60;93367723;BIDON RADIADOR 1 PICO  ;CORSA II 02/06;3699
3061/61;93367722;BIDON RADIADOR 2 PICOS ;CORSA II 06/;3809
3062/15;97185514;CONEXION DISTRIBUIDORA 1 SALIDA ;CORSA II/MERIVA 1.7 DT/DTH;2019
3062/16;97103713;CONEXION DISTRIBUIDORA 2 SALIDAS;CORSA 1.7 DIESEL;2746
3062/17;90448854;CAÑO REFRIGERACION PLASTICO;CORSA 1.4/1.6 8 V.;1700
3062/19;96666227;TAPA ENTRADA AGUA;SPARK/MATIZ;1620
3062/24;90499816;CAÑO REFRIGERACION PLASTICO;VECTRA 2.0/2.2;1420
3062/25;90501079;CAÑO REFRIGERACION PLASTICO;CORSA 95/  16 V.;1404
3062/26;93260058;CAÑO REFRIGERACION PLASTICO;VECTRA 97/  2.0/2.2 16 V.;1420
3062/27;90322216;CAÑO REFRIGERACION PLASTICO;VECTRA/ASTRA/ZAFIRA 97/  MPFI 8 V.;1404
3062/28;9128719;CAÑO REFRIGERACION PLASTICO;CORSA II/ASTRA/MERIVA 02/  8/16 V.;1522
3062/29;90530728;CAÑO REFRIGERACION PLASTICO;ASTRA/VECTRA/ZAFIRA 2.0/2.4 16 V.;1340
3062/32;93288617;CAÑO REFRIGERACION PLASTICO ;SUZUKI FUN;1751
3062/33;93288618;CAÑO REFRIGERACION PLASTICO ;SUZUKI FUN;1393
3062/34;96273608;CAÑO REFRIGERACION PLASTICO;AVEO 1.6;1560
3062/35;94702833;CAÑO REFRIGERACION PLASTICO;CORSA/CLASSIC 09/   1.4;1656
3062/36;93378094;CAÑO REFRIGERACION PLASTICO;CORSAII/MERIVA 06/  1.8 8/16 V;1522
3062/37;94704072;CAÑO REFRIGERACION PLASTICO;AGILE/FUN/PRISMA/MONTANA 09/ /COBALT/SPIN 1.4;1713
3062/38;94749565;CAÑO REFRIGERACION PLASTICO;ONIX/PRISMA 13/;1463
3063/05;90234805;TAPA TERMOSTATO;CORSA 1.4/1.6 8 V.;1632
3063/06;97123543;TAPA TERMOSTATO;CORSA 1.7 DIESEL;1832
3063/07;96317980;TAPA TERMOSTATO;SPARK/MATIZ;1020
3063/08;70993118;BASE TERMOSTATO ;S-10/BLAZER MAXION HSD;9689
3063/11;97139712;TAPA TERMOSTATO ;LUV/ISUZU 2.5/2.8/3.1 4JA1/4JB1/4JG2;2877
3063/14;94002500;O'RING CAÑO REFRIGERACION;CORSA 1.7 DIESEL;60
3063/15;ESR 2348;VALVULA DIFUSORA VENTILACION;S-10/BLAZER MAXION HSD;3584
3063/16;97103748;CAÑO REFRIGERACION METALICO;CORSA 1.7 DIESEL;2349
3063/17;90448854;CAÑO REFRIGERACION METALICO;CORSA 1.4/1.6 8 V.;1479
3063/20;70620785;CAÑO REFRIGERACION METALICO;S-10/BLAZER MAXION HSD;769
3063/24;90499816;CAÑO REFRIGERACION METALICO;VECTRA 2.0/2.2;1479
3063/25;90501079;CAÑO REFRIGERACION METALICO;CORSA 95/   16 V.;1479
3063/26;93260058;CAÑO REFRIGERACION METALICO;VECTRA 97/  2.0/2.2 16 V.;1479
3063/27;90322216;CAÑO REFRIGERACION METALICO;VECTRA/ASTRA/ZAFIRA 97/ MPFI 8V.;1479
3063/28;9128719;CAÑO REFRIGERACION METALICO;CORSA II/MERIVA/ASTRA 02/  8/16V.;1479
3063/29;90530728;CAÑO REFRIGERACION METALICO;ASTRA/VECTRA/ZAFIRA 2.0/2.4 16 V.;1479
3063/32;93288617;CAÑO REFRIGERACION METALICO ;SUZUKI FUN;1479
3063/34;96273608;CAÑO REFRIGERACION METALICO;AVEO 1.6;1479
3063/35;94702833;CAÑO REFRIGERACION METALICO;CORSA/CLASSIC  09/   1.4;1479
3063/36;93378094;CAÑO REFRIGERACION METALICO;CORSA II/MERIVA 06/  1.8 8/16 V.;1479
3063/37;94704072;CAÑO REFRIGERACION METALICO;AGILE/FUN/PRISMA/MONTANA 09/ /COBALT/SPIN 1.4;1479
3063/38;94749565;CAÑO REFRIGERACION METALICO;ONIX/PRISMA 13/;1645
3063/39;52056625;CAÑO REFRIGERACION METALICO;ONIX/PRISMA 1.4;789
3063/43;24581370;CAÑO CIRCULACION AGUA CON SOPORTE RESONADOR;CORSA II/MERIVA/CELTA/AGILE/MONTANA 1.4/1.6/1.8;7378
3063/44;24581370-X;CAÑO CIRCULACION AGUA (P/REPARAR 3063/43);CORSA II/MERIVA/CELTA/AGILE/MONTANA 1.4/1.6/1.8;557
3063/58;_;TAPON DE GOMA P/CAÑO CALEFACCION  8 MM. ;UNIVERSAL;145
3063/59;_;TAPON DE GOMA P/CAÑO CALEFACCION 10 MM. ;UNIVERSAL;179
3063/61;_;TAPON DE GOMA P/CAÑO CALEFACCION 13 MM ;UNIVERSAL;204
3063/62;_;TAPON DE GOMA P/CAÑO CALEFACCION 16 MM ;UNIVERSAL;216
3063/63;_;TAPON DE GOMA P/CAÑO CALEFACCION 19 MM;UNIVERSAL;239
3063/64;_;TAPON DE GOMA P/CAÑO CALEFACCION 22 MM ;UNIVERSAL;326
3063/65;_;TAPON DE GOMA P/CAÑO CALEFACCION 25 MM. ;UNIVERSAL;345
3063/70;_;CONECTOR RECTO METALICO P/MANGUERA 16 MM. ;UNIVERSAL;195
3063/71;_;CONECTOR RECTO METALICO P/MANGUERA 19 MM. ;UNIVERSAL;193
3063/72;_;CONECTOR RECTO METALICO P/MANGUERA 25 MM. ;UNIVERSAL;194
3063/74;_;"CONECTOR ""T"" P/MANGUERA 16 MM.PICO 10 MM.";UNIVERSAL;164
3063/75;_;"CONECTOR ""T"" P/MANGUERA 16 MM.PICO 16 MM.";UNIVERSAL;162
3063/76;_;"CONECTOR ""T"" P/MANGUERA 19 MM.PICO 10 MM.";UNIVERSAL;164
3063/77;_;"CONECTOR ""T"" P/MANGUERA 26 MM.PICO 16 MM.";UNIVERSAL;305
3063/78;_;"CONECTOR ""T"" P/MANGUERA 16 MM.C/PURGADOR ";UNIVERSAL;285
3063/79;_;"CONECTOR ""T"" P/MANGUERA 18 MM.C/PURGADOR ";UNIVERSAL;246
3063/80;_;"CONECTOR ""T"" P/MANGUERA 36 MM.C/PURGADOR ";UNIVERSAL;356
3064/11;90220436;ANILLO GOMA TERMOSTATO;CORSA 1.6 16 V.MPFI/ASTRA/VECTRA/S-10 1.8/2.0/2.2;131
3064/12;94708771;ANILLO GOMA TERMOSTATO;CORSA/CLASSIC/MERIVA/CELTA/AGILE 8V.;67
3064/14;55351449;JUNTA GOMA DE TERMOSTATO;CRUZE/TRACKER 1.8/SONIC 1.6;246
3064/15;55578957;JUNTA BASE TERMOSTATO;CRUZE/TRACKER 1.8/SONIC 1.6;52
3064/16;90118437;ANILLO GOMA BASE TERMOSTATO;CORSA 1.6 16 V.MPFI/ASTRA/VECTRA/S-10 1.8/2.0/2.2;50
3064/18;_;KIT O'RINGS BASE TERMOSTATO;CRUZE/TRACKER 1.8/SONIC 1.6;52
3064/19;_;KIT JUNTAS DE TERMOSTATO;CRUZE/TRACKER 1.8/SONIC 1.6;350
3064/20;_;TRABA BULBO DE TEMPERATURA;CRUZE/TRACKER 1.8/SONIC 1.6;123
3064/AL;5751406;TAPA TERMOSTATO ALUMINIO;COCHES 66/78/PICK UP 63/93;2294
3065/04;93225280;TERMOSTATO COMPLETO 87º;S-10/BLAZER 2.4 L EFI/MPFI 4X2/4X4;5160
3065/05;93277347;TERMOSTATO COMPLETO 82º;ASTRA/ZAFIRA 1.8/2.0 8V./VECTRA 06/   /S-10/BLAZER 2.4L 4X4;4402
3065/06;93333936;TERMOSTATO COMPLETO 82º;VECTRA/ASTRA 1.8/2.0 MPFI 8 V.;5348
3065/07;90412901;TERMOSTATO COMPLETO 92º;ASTRA 1.8 MPFI 8 V/CORSA MPFI 16 V.;2550
3065/08;93275736;"TERMOSTATO ""CAL.ORIGINAL"" IMPORTADO";CORSA/CLASSIC/MERIVA/CELTA/AGILE 8V.;2663
3065/09;9129908;TERMOSTATO COMPLETO 92º;CORSA/ASTRA/MERIVA 1.8 DOHC 16V.;3423
3065/10;90501699;"TERMOSTATO COMPLETO 92º  ""CAL.ORIG."" IMPORTADO";VECTRA/ASTRA/ZAFIRA 2.0/2.2 MPFI 16 V.;3340
3065/11;92062728;TERMOSTATO COMPLETO 87º;VECTRA/ASTRA/CAPTIVA 2.0/2.2 16 V.;3340
3065/12;96407677;TERMOSTATO COMPLETO PLASTICO;AVEO;2646
3065/13;96988257;TERMOSTATO COMPLETO;SPARK;7752
3065/14;25199828;TERMOSTATO COMPLETO ;CRUZE/TRACKER 1.8/SONIC 1.6;9804
3065/15;55564890;BASE TERMOSTATO ALUMINIO CON BULBO ;CRUZE/TRACKER 1.8/SONIC 1.6;9056
3065/16;25199824;TERMOSTATO COMPLETO ;CRUZE/TRACKER 1.8/SONIC 1.6;18361
3065/21;52287416;BASE TERMOSTATO (2 BULBOS);ASTRA/VECTRA/S-10 1.8/2.0/2.2;12920
3065/22;96407677;TERMOSTATO COMPLETO ALUMINIO;AVEO;3570
3065/23;90412738;JUNTA BASE TERMOSTATO;CORSA/ASTRA/MERIVA 1.8  DOHC 16 V.;130
3065/25;528074526;TERMOSTATO COMPLETO ;CRUZE 16/   1.4 TURBO;5100
3065/26;12650485;TERMOSTATO COMPLETO;S-10 12/   /TRAILBLAZER 180 HP;13209
3065/27;12650486;JUNTA BASE TERMOSTATO;S-10 12/   /TRAILBLAZER;263
3065/28;55597008;TERMOSTATO COMPLETO PLASTICO;CRUZE/TRACKER 1.8/SONIC 1.6;10200
3065/29;55564890;BASE TERMOSTATO PLASTICA CON BULBO ;CRUZE/TRACKER 1.8/SONIC 1.6;7605
3065/30;24435781;TERMOSTATO COMPLETO 92º;VECTRA 2.0 T.D.;7344
3065/31;95517667;TERMOSTATO COMPLETO 92º;ASTRA G 2.0 T.D.;7344
3065/32;24420728;TERMOSTATO COMPLETO 92º;ASTRA 2.0 T.D.;7344
3065/35;93177343;TERMOSTATO COMPLETO 88º;CORSA II/ASTRA/MERIVA 1.7 T.D.;5920
3065/36;24588515;TERMOSTATO COMPLETO;S-10/TRAILBLAZER 14/   200 HP;13209
3065/38;55564890;"BASE TERMOSTATO ALUMINIO SIN BULBO ""IND.ARG.""";CRUZE/TRACKER 1.8/SONIC 1.6;10860
3065/39;55564890;BASE TERMOSTATO PLASTICA SIN BULBO ;CRUZE/TRACKER 1.8/SONIC 1.6;5537
3065/40;12638710;CONEXION DISTRIBUIDORA AGUA CON SENSOR ;CRUZE 16/    1.4 TURBO;11910
3065/41;52206391;TERMOSTATO COMPLETO 88º;SPIN/COBALT  1.3 HDI;5916
3065/42;96143939;TERMOSTATO 87º;AVEO 1.6 16 V.;2040
3065/43;94580530;ANILLO GOMA TERMOSTATO CON RANURA;AVEO 1.6 16 V.;76
3070/01;2787393;BUJE COLA CAJA (ALT.27 MM.)FAE/SAGINAW 3 VEL.;COCHES/PICK UP;1711
3070/04;5749919;BUJE COLA CAJA (ALT.38 MM.)IKA/FAE/ZF;COCHES/PICK UP;1767
3070/05;90446140;BUJE PISTA RODILLO ENGRANAJE 5 ta.;CORSA/VECTRA/ASTRA/ZAFIRA/AGILE/ONIX/PRISMA/SPIN/COBALT;995
3080/01;3859033;GUIA DE DIRECTA SAGINAW;PICK UP 73/78;4740
3100/06;3859027;"ANILLO ""ROT"" 1º,2º,3º Y 4º SAGINAW";COCHES/PICK UP;1209
3101/05;6325004;KIT TRABAS MACIZAS 1º,2º,3º Y 4º SAGINAW;COCHES/PICK UP;823
3116/01;_;PIVOTE VARILLA SELECTORA CAMBIOS CAJA ZF;CHEVY;210
3116/05;_;KIT LEVAS SELECTORAS CAJA ZF;CHEVY;3315
3122/10;24579383;KIT PALANCA DE CAMBIOS ;CORSA/CLASSIC/CELTA 05/;18440
3122/11;93386264;CAJA SOPORTE PALANCA;CORSA/CLASSIC/CELTA 05/;10304
3122/12;93348859;KIT PALANCA DE CAMBIOS;CORSA/CLASSIC/CELTA 05/;7873
3122/13;93386262;KIT PALANCA CON GATILLO;CORSA/CLASSIC/CELTA 05/;4257
3122/14;_;KIT PALANCA CAMBIOS Y GATILLO GRIS;AGILE/MONTANA;4786
3122/15;_;KIT PALANCA CAMBIOS Y GATILLO NEGRO;AGILE/MONTANA;4786
3122/16;24578489;CAJA SOPORTE PALANCA;AGILE/MONTANA;9134
3122/17;_;PALANCA DE CAMBIOS;AGILE/MONTANA;3553
3122/18;.;GATILLO PALANCA CAMBIOS (GRIS);AGILE/MONTANA;1463
3122/19;_;GATILLO PALANCA CAMBIOS (NEGRO);AGILE/MONTANA;1463
3122/20;24583167 K;KIT PALANCA DE CAMBIOS COMPLETO CON SOPORTE;CLASSIC/CELTA 15/;20325
3122/21;24583167-X;KIT PALANCA DE CAMBIOS SIN SOPORTE;CLASSIC/CELTA 15/;11479
3122/22;_;KIT REPARACION PALANCA DE CAMBIOS;CLASSIC/CELTA 15/;7654
3122/23;_;PALANCA DE CAMBIOS;CLASSIC/CELTA 15/;5846
3122/24;_;SOPORTE INFERIOR PALANCA DE CAMBIOS;CLASSIC/CELTA 15/;5730
3122/25;_;SOPORTE SUPERIOR PALANCA DE CAMBIOS;CLASSIC/CELTA 15/;3762
3122/26;_;TAPA SOPORTE SUPERIOR PALANCA DE CAMBIOS;CLASSIC/CELTA 15/;799
3122/27;_;TOPE TRABA BOCHA PALANCA CAMBIOS;CLASSIC/CELTA 15/;295
3122/28;_;BUJE CANASTA BOCHA PALANCA DE CAMBIOS;CLASSIC/CELTA 15/;1559
3122/29;_;CENTRADOR REGULADOR PALANCA DE CAMBIOS;CLASSIC/CELTA 15/;1280
3122/30;_;BUJE GATILLO MARCHA ATRAS;CLASSIC/CELTA 15/;1146
3122/31;_;LEVA SELECTORA PALANCA DE CAMBIOS;CLASSIC/CELTA 15/;2931
3122/32;_;BUJE ROTULA LEVA PALANCA CAMBIOS;CLASSIC/CELTA 15/;307
3122/33;_;BUJE CHICO EJE LEVA CAMBIOS;CLASSIC/CELTA 15/;325
3122/34;_;BUJE GRANDE EJE LEVA CAMBIOS;CLASSIC/CELTA 15/;368
3122/35;_;RESORTE LEVA CAMBIOS;CLASSIC/CELTA 15/;449
3123/15;2787238;SEPARADOR LEVAS DE CAMBIO PLASTICO;PICK UP 74/78;995
3123/16;2790803;GUIA SUPERIOR TUBO SELECTOR;CHEVY/PICK UP 74/78/CHEV.350;266
3123/23;_;PERNO POSICIONADOR PALANCA CAMBIOS;CORSA/VECTRA/ASTRA/CELTA/PRISMA 05/;104
3123/24;933229525;PERNO GUIA PALANCA CAMBIOS ;CORSA/VECTRA/ASTRA/CELTA/PRISMA 05/;327
3123/25;93347157-X;KIT BUJES PALANCA;CORSA/VECTRA/ASTRA/CELTA/PRISMA 05/;510
3123/26;93347157;KIT PERNO PALANCA;CORSA/VECTRA/ASTRA/CELTA/PRISMA 05/;1178
3123/27;93347157-X;PERNO PALANCA;CORSA/VECTRA/ASTRA/CELTA/PRISMA 05/;738
3123/29;93347154;BUJE PUNTA CABLE SELECTOR;CORSA/VECTRA/ASTRA/CELTA/PRISMA 05/;225
3123/30;93347156;PALANCA SELECTORA CAMBIOS;CORSA/VECTRA/ASTRA/CELTA/PRISMA 05/;2994
3123/31;24578488;PALANCA SELECTORA CAMBIOS;AGILE/MONTANA;1987
3123/32;_;KIT REPARACION PALANCA SIN TRABA;CORSA/VECTRA/ASTRA/CELTA/PRISMA 05/;4242
3123/33;_;KIT REPARACION PALANCA SIN TRABA;AGILE/MONTANA;3235
3123/35;_;BUJE PALANCA SELECTORA CAMBIOS;CORSA/CLASSIC/ASTRA/PRISMA/AGILE CELTA MONTANA 05/;115
3124/00;93329543;TRABA PERNO PALANCA;CORSA/VECTRA/ASTRA/CELTA/PRISMA 05/;208
3124/01;93294976;KIT BUJES PALANCA CAMBIOS;CORSA/VECTRA/ASTRA/FUN  /04;384
3124/02;93314272;SELECTOR DE CAMBIOS;CORSA/FUN   /04;9543
3124/04;_;KIT BUJES Y BIELETA SELECTOR;CORSA/FUN/VECTRA;794
3124/05;90465706-X;KIT BUJES SELECTOR;CORSA/VECTRA/ASTRA/MERIVA/FUN;506
3124/06;90465706-XK;KIT REPARACION SELECTOR;CORSA/FUN/VECTRA;1104
3124/07;90425766;BIELETA SELECTOR PLASTICA 190 MM.;CORSA/FUN/VECTRA;288
3124/08;90425601;MANCHON COMANDO SELECTOR CAMBIOS;CORSA/FUN/VECTRA;310
3124/09;90523130;EJE ACOPLE MANCHON SELECTOR CAMBIOS;CORSA/VECTRA/ASTRA;360
3124/10;93294977;BUJE TUBO PALANCA;CORSA/VECTRA/ASTRA/FUN  /04;668
3124/11;90236961 K;EJE GUIA SELECTOR C/BUJES;CORSA/VECTRA/ASTRA/MERIVA/FUN;1135
3124/12;90236961;EJE GUIA SELECTOR CAMBIOS;CORSA/VECTRA/ASTRA/AVEO;822
3124/14;90442265;BUJE BOLITA SELECTOR;CORSA/VECTRA/ASTRA/MERIVA/FUN;129
3124/16;_;KIT BUJES Y BIELETA SELECTOR;CORSA II/MERIVA M.NUEVO;967
3124/17;_;KIT BUJES SELECTOR;CORSA II/MERIVA M.NUEVO;592
3124/18;93318175;BIELETA SELECTOR PLASTICA 175 MM.;CORSA II/MERIVA 02/;368
3124/19;_;KIT REPARACION SELECTOR;CORSA II/MERIVA M/NUEVO;1598
3124/20;90182169;RETEN EJE SELECTOR;CORSA/VECTRA/ASTRA/MERIVA/CELTA/FUN;161
3124/21;24579439;EJE SELECTOR CAMBIOS;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;6687
3124/22;90147931;VARILLA SELECTORA;CORSA/VECTRA/ASTRA/MERIVA/CELTA/FUN/AVEO;1497
